O1 + AggressiveInstCombinePass,518.5199999832548,533.3699999609962
O1 + AggressiveInstCombinePass,520.7299999892712,492.40499996813014
O1 + AggressiveInstCombinePass,504.84000000869855,523.5349999857135
O1 + AggressiveInstCombinePass,532.5399999856018,517.5000000162981
O1 + AggressiveInstCombinePass,521.8099999474362,517.4650000408292
O1 + AggressiveInstCombinePass,548.4799999976531,505.55000005988404
SROA,575.0449999468401,564.5550000481308
SROA,575.379999994766,563.7449999921955
SROA,580.3849999792874,580.9949999675155
SROA,581.1049999902025,573.2849999913014
SROA,577.6850000256673,589.6900000516325
SROA,563.9349999837577,572.3299999954179
LICMPass,588.5850000195205,550.0450000399724
LICMPass,578.2149999868125,552.6049999753013
LICMPass,594.405000039842,560.6849999749102
LICMPass,581.0100000235252,584.6200000378303
LICMPass,570.3149999608286,566.93000002997
LICMPass,577.6200000545941,575.7599999778904
InstCombinePass,2227.1500001079403,2183.6999999941327
InstCombinePass,2234.9199999589473,2248.2050000107847
InstCombinePass,2226.2399999890476,2232.5399999972433
InstCombinePass,2224.549999984447,2221.450000011828
InstCombinePass,2245.515000016894,2234.699999971781
InstCombinePass,2208.64500006428,2229.2899999883957
LoopRotatePass,2180.8149999706075,2216.2699999753386
LoopRotatePass,2229.5950000407174,2224.7750000096858
LoopRotatePass,2237.520000024233,2171.565000026021
LoopRotatePass,2245.000000053551,2225.574999989476
LoopRotatePass,2233.155000023544,2231.1399999889545
LoopRotatePass,2200.870000058785,2223.820000013802
WebAssemblyRegStackify,3757.3450000490993,3821.34500000393
WebAssemblyRegStackify,3817.2100000083447,3728.624999988824
WebAssemblyRegStackify,3815.3499999898486,3816.049999964889
WebAssemblyRegStackify,3832.029999990482,3809.16000000434
WebAssemblyRegStackify,3821.929999976419,3836.920000030659
WebAssemblyRegStackify,3823.7349999835715,3818.184999981895
O1 + ArgumentPromotionPass,531.5299999783747,501.6950000426732
O1 + ArgumentPromotionPass,525.8550000144169,512.6750000054017
O1 + ArgumentPromotionPass,542.0049999956973,515.0049999938346
O1 + ArgumentPromotionPass,507.04999995650724,512.9250000463799
O1 + ArgumentPromotionPass,514.8150000022724,517.2000000020489
O1 + ArgumentPromotionPass,521.9300000462681,501.4049999881536
all,520.989999989979,515.8050000900403
all,519.1800000029616,526.5999999828637
all,529.9399999785237,513.2200000225566
all,519.4550000014715,539.4849999574944
all,519.9950000387616,521.0899999947287
all,528.1250000116415,517.1099999570288
EarlyCSEPass,2249.1049999953248,2237.0250000385568
EarlyCSEPass,2239.08000002848,2238.0300000077114
EarlyCSEPass,2199.2650000029244,2241.6099999682046
EarlyCSEPass,2235.569999960717,2240.1400000671856
EarlyCSEPass,2247.3250000039116,2230.349999968894
EarlyCSEPass,2245.6750000128523,2243.025000032503
PromotePass,559.1949999798089,589.1299999202602
PromotePass,571.8399999896064,551.7450000043027
PromotePass,580.6250000023283,538.0099999601953
PromotePass,556.7600000067614,568.265000008978
PromotePass,569.8000000556931,579.9799999804236
PromotePass,551.3950000167824,585.7699999469332
ADCEPass,3488.2499999948777,3212.824999995064
ADCEPass,3224.7649999917485,3224.119999969844
ADCEPass,3223.054999951273,3505.814999982249
ADCEPass,3253.100000030827,3224.0350000211038
ADCEPass,3177.6349999709055,3139.064999995753
ADCEPass,3177.960000000894,3232.2649999987334
O1 + CallSiteSplittingPass,524.5700000086799,540.0050000171177
O1 + CallSiteSplittingPass,495.69000001065433,520.8950000233017
O1 + CallSiteSplittingPass,494.47500001406297,494.62000001221895
O1 + CallSiteSplittingPass,526.0750000015832,510.04500000271946
O1 + CallSiteSplittingPass,527.0150000578724,515.7550000003539
O1 + CallSiteSplittingPass,518.0899999686517,510.4299999657087
SimplifyCFGPass,3394.3299999809824,3225.0549999880604
SimplifyCFGPass,3226.2299999711104,3232.5049999635667
SimplifyCFGPass,3263.9349999953993,3495.050000026822
SimplifyCFGPass,3447.7749999496154,3149.074999964796
SimplifyCFGPass,3481.5799999632873,3219.2599999834783
SimplifyCFGPass,3467.5850000348873,3221.295000053942
