exp1-old,O0,1401.0630000002493,1399.1450000012264,1397.595000000365,1400.6999999983236,1410.0350000007893,1412.0099999981903,1401.2699999984761,1397.3599999990256,1397.2549999998591,1396.5700000026118,1395.3400000009424,1411.260000000766,1423.2850000007602,1405.0999999999476,1380.910000001677,1397.8150000020833,1410.5499999986932,1388.5499999996682,1371.9299999993382,1410.5800000015734,1414.0000000006694
exp1-old,O1,531.6887499997392,554.2649999988498,528.1749999994645,523.125000001528,522.4299999990762,538.2749999989755,519.9350000002596,535.4749999987689,531.9849999996222,531.4849999995204,539.134999999078,533.2650000000285,536.6949999988719,529.0700000005018,538.379999999961,519.334999999046,528.904999999213,530.6949999994686,525.100000000748,536.790000001929,531.2549999998737
exp1-old,O2,411.3440000002811,413.8700000003155,410.71000000010827,416.83499999999185,403.01499999986845,407.4450000007346,443.06000000142376,411.324999999124,420.93500000009954,420.8050000015646,417.00000000128057,404.08000000024913,401.320000000851,417.2600000001694,409.25500000048487,405.6749999999738,399.4800000000396,403.81499999966763,403.27999999863096,407.23000000070897,410.4850000003353
exp1-old,O3,411.07075000018085,404.11999999923864,423.6400000008871,418.2099999998172,400.2299999992829,419.92000000027474,400.4000000004453,403.31499999956577,405.4699999996956,407.14500000103726,401.07499999976426,418.4349999995902,414.6950000013021,415.28500000094937,412.2250000000349,407.23500000058266,414.76999999940745,399.4600000005448,429.29999999978463,421.36500000196975,405.11999999944237
exp1-old,Os,528.704000000107,535.2949999996781,533.1949999981589,519.5800000001327,528.5399999993388,530.7949999987613,543.0550000000949,523.2699999996839,518.3699999997771,516.8599999997241,527.2400000012567,526.5699999999924,525.7600000004459,532.4650000020483,526.8900000028225,534.8100000010163,541.1149999999907,516.5749999996478,535.3199999990466,540.7049999994342,517.6700000010896
exp1-old,Oz,572.6612500000556,535.7099999982893,619.9649999998655,615.9449999995559,531.1600000004546,625.0400000008085,614.5599999999831,604.6399999995629,529.1049999996176,610.5999999999767,530.4800000012619,543.2700000001205,520.4599999997299,521.150000000489,610.5700000007346,530.2950000004785,605.2600000002712,629.399999999805,614.0599999998813,537.8999999993539,523.655000000872
exp1,O0,1396.3612499998817,1395.9450000002107,1393.2299999996758,1382.6899999985471,1392.8649999998015,1386.8550000006508,1393.3750000014697,1400.920000000042,1434.479999999894,1384.0949999994336,1385.4099999989558,1383.9100000004692,1400.4150000000664,1412.5750000002881,1411.419999998543,1386.0850000000937,1398.9999999994325,1397.5649999993038,1385.8500000005733,1386.2300000000687,1414.310000000114
exp1,O1,636.4927499999794,651.4950000000681,643.049999998766,635.3400000007241,636.5700000005745,627.6550000002317,634.4250000001921,627.2599999992963,627.650000000358,632.3249999986729,652.0400000008522,627.7449999997771,629.9450000005891,633.0999999991036,647.6450000009208,627.0150000000285,635.1100000010774,651.1099999988801,644.0799999982119,627.2899999985384,639.0050000027259
exp1,O2,540.4412499998216,538.0249999998341,548.2499999998254,539.9749999996857,555.0899999998364,529.5050000004267,527.909999998883,528.374999999869,534.0650000016467,527.2250000016356,537.0650000004389,561.0949999991135,528.360000000248,547.7849999988393,536.48499999872,537.624999999025,531.0649999992165,559.1999999996915,548.2700000011391,544.2999999995664,549.154999998791
exp1,O3,539.336000000003,533.5749999994732,548.2800000008865,547.4299999987124,533.3150000005844,550.2699999997276,528.8450000007288,551.0400000002846,538.5100000003149,545.2750000004016,541.4849999997386,556.059999998979,532.7250000009371,538.1049999996321,528.8749999999709,538.844999999128,535.2050000001327,541.1700000004203,532.4250000012398,534.1549999993731,531.1299999993935
